,Benchmark,Hardware Vendor	,System,Peak Result,Base Result,# Cores,# Chips ,Processor ,Published
1415,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.20 GHz, AMD EPYC 9555P)",19.2,18.9,64,1,AMD EPYC 9555P,Nov-24
1089,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.20 GHz, AMD EPYC 9555P)",19.3,18.9,64,1,AMD EPYC 9555P,Nov-24
1224,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.15 GHz, AMD EPYC 9565)",18.8,18.5,72,1,AMD EPYC 9565,Mar-25
1086,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.15 GHz, AMD EPYC 9565)",18.7,18.4,72,1,AMD EPYC 9565,Mar-25
1412,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.15 GHz, AMD EPYC 9565)",18.8,18.5,72,1,AMD EPYC 9565,Mar-25
1129,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.15 GHz, AMD EPYC 9565)",18.9,18.6,144,2,AMD EPYC 9565,May-25
1541,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.15 GHz, AMD EPYC 9565)",18.8,18.5,144,2,AMD EPYC 9565,Apr-25
1496,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.15 GHz, AMD EPYC 9565)",18.8,18.5,144,2,AMD EPYC 9565,Mar-25
1312,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.15 GHz, AMD EPYC 9565)",18.8,18.6,144,2,AMD EPYC 9565,Feb-25
1230,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.30 GHz, AMD EPYC 9575F)",21.5,21.1,64,1,AMD EPYC 9575F,Oct-24
1418,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.30 GHz, AMD EPYC 9575F)",21.5,21.1,64,1,AMD EPYC 9575F,Oct-24
1092,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.30 GHz, AMD EPYC 9575F)",21.4,21.0,64,1,AMD EPYC 9575F,Oct-24
1545,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.30 GHz, AMD EPYC 9575F)",21.6,21.3,128,2,AMD EPYC 9575F,Oct-24
1501,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.30 GHz, AMD EPYC 9575F)",21.6,21.2,128,2,AMD EPYC 9575F,Oct-24
1500,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.30 GHz, AMD EPYC 9575F)",21.0,20.7,128,2,AMD EPYC 9575F,Oct-24
1133,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.30 GHz, AMD EPYC 9575F)",21.4,21.1,128,2,AMD EPYC 9575F,Apr-25
1317,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.30 GHz, AMD EPYC 9575F)",21.5,21.2,128,2,AMD EPYC 9575F,Oct-24
1391,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.25 GHz,AMD EPYC 9634)",14.1,13.9,84,1,AMD EPYC 9634,Mar-23
1060,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.25 GHz, AMD EPYC 9634)",14.1,13.9,84,1,AMD EPYC 9634,Jun-24
1203,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.25 GHz,AMD EPYC 9634)",14.1,13.9,84,1,AMD EPYC 9634,May-23
1111,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.25 GHz,AMD EPYC 9634)",14.2,14.0,168,2,AMD EPYC 9634,Feb-23
1293,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.25 GHz,AMD EPYC 9634)",14.1,13.9,168,2,AMD EPYC 9634,Feb-23
1522,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.25 GHz,AMD EPYC 9634)",14.1,13.9,168,2,AMD EPYC 9634,Nov-23
1479,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.25 GHz,AMD EPYC 9634)",14.1,14.0,168,2,AMD EPYC 9634,Feb-23
1204,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.30 GHz, AMD EPYC 9645)",16.3,16.0,96,1,AMD EPYC 9645,Mar-25
1063,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.30 GHz, AMD EPYC 9645)",16.2,16.0,96,1,AMD EPYC 9645,Mar-25
1392,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.30 GHz, AMD EPYC 9645)",16.3,16.1,96,1,AMD EPYC 9645,Mar-25
1112,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.30 GHz, AMD EPYC 9645)",16.4,16.1,192,2,AMD EPYC 9645,May-25
1294,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.30 GHz, AMD EPYC 9645)",16.3,16.1,192,2,AMD EPYC 9645,Feb-25
1480,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.30 GHz, AMD EPYC 9645)",16.3,16.1,192,2,AMD EPYC 9645,Feb-25
1524,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.30 GHz, AMD EPYC 9645)",16.3,16.1,192,2,AMD EPYC 9645,Apr-25
1395,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.40 GHz,AMD EPYC 9654)",14.1,13.9,96,1,AMD EPYC 9654,Feb-23
1206,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.40 GHz, AMD EPYC 9654)",14.1,13.9,96,1,AMD EPYC 9654,Feb-23
1065,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.40 GHz, AMD EPYC 9654)",14.1,13.9,96,1,AMD EPYC 9654,May-24
1516,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 2.40 GHz, AMD EPYC 9654",14.0,13.9,192,2,AMD EPYC 9654,Nov-22
1116,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.40 GHz,AMD EPYC 9654)",14.2,14.0,192,2,AMD EPYC 9654,Jan-23
1527,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.40 GHz,AMD EPYC 9654)",14.1,13.9,192,2,AMD EPYC 9654,Nov-23
1297,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.40 GHz,AMD EPYC 9654)",14.1,14.0,192,2,AMD EPYC 9654,Feb-23
1066,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.40 GHz, AMD EPYC 9654P)",14.1,13.9,96,1,AMD EPYC 9654P,May-24
1396,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.40 GHz,AMD EPYC 9654P)",14.1,13.9,96,1,AMD EPYC 9654P,Mar-23
1208,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.40 GHz,AMD EPYC 9654P)",14.1,13.9,96,1,AMD EPYC 9654P,May-23
1400,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.60 GHz, AMD EPYC 9655)",19.6,19.3,96,1,AMD EPYC 9655,Oct-24
1212,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.60 GHz, AMD EPYC 9655)",19.6,19.3,96,1,AMD EPYC 9655,Oct-24
1072,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.60 GHz, AMD EPYC 9655)",19.6,19.2,96,1,AMD EPYC 9655,Oct-24
1487,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.60 GHz, AMD EPYC 9655)",19.7,19.4,192,2,AMD EPYC 9655,Oct-24
1302,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.60 GHz, AMD EPYC 9655)",19.6,19.3,192,2,AMD EPYC 9655,Oct-24
1120,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.60 GHz, AMD EPYC 9655)",19.6,19.3,192,2,AMD EPYC 9655,Apr-25
1532,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.60 GHz, AMD EPYC 9655)",19.7,19.4,192,2,AMD EPYC 9655,Oct-24
1401,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.60 GHz, AMD EPYC 9655P)",19.6,19.2,96,1,AMD EPYC 9655P,Nov-24
1213,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.60 GHz, AMD EPYC 9655P)",19.5,19.2,96,1,AMD EPYC 9655P,Nov-24
1073,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.60 GHz, AMD EPYC 9655P)",19.6,19.3,96,1,AMD EPYC 9655P,Nov-24
1070,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.55 GHz, AMD EPYC 9684X)",14.4,14.2,96,1,AMD EPYC 9684X,Apr-24
1300,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.55 GHz, AMD EPYC 9684X)",14.5,14.3,192,2,AMD EPYC 9684X,Dec-23
1485,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.55 GHz, AMD EPYC 9684X)",14.4,14.3,192,2,AMD EPYC 9684X,Dec-23
1119,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.55 GHz, AMD EPYC 9684X)",14.5,14.3,192,2,AMD EPYC 9684X,Sep-23
1530,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.55 GHz,AMD EPYC 9684X)",14.5,14.3,192,2,AMD EPYC 9684X,Sep-23
1201,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.20 GHz,AMD EPYC 9734)",11.1,11.0,112,1,AMD EPYC 9734,Aug-23
1389,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.20 GHz,AMD EPYC 9734)",11.1,11.0,112,1,AMD EPYC 9734,Jul-23
1058,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.20 GHz, AMD EPYC 9734)",11.2,11.0,112,1,AMD EPYC 9734,May-24
1521,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.20 GHz,AMD EPYC 9734)",11.2,11.0,224,2,AMD EPYC 9734,Nov-23
1291,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.20 GHz,AMD EPYC 9734)",11.1,10.9,224,2,AMD EPYC 9734,Jul-23
1477,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.20 GHz,AMD EPYC 9734)",11.1,11.0,224,2,AMD EPYC 9734,Jul-23
1109,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.20 GHz,AMD EPYC 9734)",11.1,11.0,224,2,AMD EPYC 9734,Aug-23
1067,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.0,128,1,AMD EPYC 9745,Apr-25
1394,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.40 GHz, AMD EPYC 9745)",16.4,16.1,128,1,AMD EPYC 9745,Apr-25
1207,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.0,128,1,AMD EPYC 9745,Apr-25
1114,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.1,256,2,AMD EPYC 9745,Jul-25
1296,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.1,256,2,AMD EPYC 9745,Jan-25
1526,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.1,256,2,AMD EPYC 9745,Mar-25
1115,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.40 GHz, AMD EPYC 9745)",16.3,16.0,256,2,AMD EPYC 9745,Oct-24
1482,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.40 GHz, AMD EPYC 9745)",16.4,16.1,256,2,AMD EPYC 9745,Jan-25
1390,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.25 GHz, AMD EPYC 9754)",11.5,11.3,128,1,AMD EPYC 9754,Jun-23
1202,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,128,1,AMD EPYC 9754,Jul-23
1061,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.25 GHz, AMD EPYC 9754)",11.5,11.3,128,1,AMD EPYC 9754,May-24
1478,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,256,2,AMD EPYC 9754,Jun-23
1523,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.25 GHz,AMD EPYC 9754)",11.5,11.3,256,2,AMD EPYC 9754,Oct-23
1110,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.25 GHz, AMD EPYC 9754)",11.4,11.3,256,2,AMD EPYC 9754,Jun-23
1292,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.25 GHz, AMD EPYC 9754)",11.4,11.2,256,2,AMD EPYC 9754,Jun-23
1075,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.70 GHz, AMD EPYC 9755)",18.0,17.8,128,1,AMD EPYC 9755,Feb-25
1200,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.20 GHz, AMD EPYC 9825)",16.3,16.1,144,1,AMD EPYC 9825,Apr-25
1059,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.20 GHz, AMD EPYC 9825)",16.3,16.0,144,1,AMD EPYC 9825,Apr-25
1388,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.20 GHz, AMD EPYC 9825)",16.4,16.1,144,1,AMD EPYC 9825,Apr-25
1108,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.20 GHz, AMD EPYC 9825)",16.4,16.2,288,2,AMD EPYC 9825,Jul-25
1290,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.20 GHz, AMD EPYC 9825)",16.4,16.1,288,2,AMD EPYC 9825,Jan-25
1476,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.20 GHz, AMD EPYC 9825)",16.4,16.1,288,2,AMD EPYC 9825,Jan-25
1520,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.20 GHz, AMD EPYC 9825)",16.3,16.1,288,2,AMD EPYC 9825,Mar-25
1057,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.10 GHz, AMD EPYC 9845)",16.4,16.1,160,1,AMD EPYC 9845,Dec-24
1387,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.10 GHz, AMD EPYC 9845)",16.4,16.2,160,1,AMD EPYC 9845,Dec-24
1199,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.10 GHz, AMD EPYC 9845)",16.3,16.0,160,1,AMD EPYC 9845,Dec-24
1107,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.10 GHz, AMD EPYC 9845)",16.4,16.1,320,2,AMD EPYC 9845,Jul-25
1519,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.10 GHz, AMD EPYC 9845)",16.4,16.2,320,2,AMD EPYC 9845,Dec-24
1475,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.10 GHz, AMD EPYC 9845)",16.3,16.1,320,2,AMD EPYC 9845,Dec-24
1289,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.10 GHz, AMD EPYC 9845)",16.4,16.1,320,2,AMD EPYC 9845,Dec-24
1062,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.25 GHz, AMD EPYC 9965)",16.3,16.1,192,1,AMD EPYC 9965,Dec-24
1580,CINT2017,"New H3C Technologies Co., Ltd.","H3C UniServer R5500 G5 (2.80 GHz, AMD EPYC 7543)",12.8,12.8,64,2,AMD EPYC 7543,Nov-21
1579,CINT2017,"New H3C Technologies Co., Ltd.","H3C UniServer R5500 G5 (2.30 GHz, AMD EPYC 7643)",12.4,12.4,96,2,AMD EPYC 7643,Dec-21
1576,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 AMD EPYC 9275F,20.6,20.2,24,1,AMD EPYC 9275F,Jul-25
1571,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 (AMD EPYC 9355P) AMD EPYC 9355P,19.2,18.9,32,1,AMD EPYC 9355P,Jan-25
1572,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 (AMD EPYC 9455P) AMD EPYC 9455P,19.2,18.9,48,1,AMD EPYC 9455P,Jan-25
1573,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 (AMD EPYC 9535) AMD EPYC 9535,17.5,17.2,64,1,AMD EPYC 9535,Jan-25
1574,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 (AMD EPYC 9555) AMD EPYC 9555,19.2,18.9,64,1,AMD EPYC 9555,Jan-25
1570,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G6 AMD EPYC 9654,14.7,14.5,96,1,AMD EPYC 9654,Apr-25
1575,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 (AMD EPYC 9655) AMD EPYC 9655,19.6,19.3,96,1,AMD EPYC 9655,Jan-25
1568,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3350 G7 AMD EPYC 9745,16.3,16.1,128,1,AMD EPYC 9745,Mar-25
1569,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G6 (AMD EPYC 9754),0.0,11.3,128,1,AMD EPYC 9754,Jun-24
1578,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R4950 G7 AMD EPYC 9754,11.9,11.7,256,2,AMD EPYC 9754,Apr-25
1577,CINT2017,"New H3C Technologies Co., Ltd.",H3C UniServer R3950 G7 AMD EPYC 9965,16.4,16.1,192,1,AMD EPYC 9965,Apr-25
1582,CINT2017,Quanta Cloud Technology,"QuantaGrid D43K-1U (AMD EPYC 72F3, 3.7GHz)",0.0,14.0,16,2,AMD EPYC 72F3,Jul-21
1581,CINT2017,Quanta Cloud Technology,"QuantaGrid D43K-1U (AMD EPYC 72F3, 3.70 GHz)",14.0,13.9,16,2,AMD EPYC 72F3,Mar-21
1589,CINT2017,Quanta Cloud Technology,"QuantaGrid S43KL-1U (AMD EPYC 7742 64-Core, 2.25GHz)",9.28,9.01,64,1,AMD EPYC 7742,Nov-19
1583,CINT2017,Quanta Cloud Technology,"QuantaGrid D43K-1U (AMD EPYC 7742 64-Core, 2.25GHz)",9.3,9.01,128,2,AMD EPYC 7742,Nov-19
1584,CINT2017,Quanta Cloud Technology,"QuantaGrid D43K-1U (AMD EPYC 7763, 2.45 GHz)",0.0,12.0,128,2,AMD EPYC 7763,Jun-21
1585,CINT2017,Quanta Cloud Technology,"QuantaGrid D43K-1U (AMD EPYC 7773X, 2.2 GHz)",0.0,12.3,128,2,AMD EPYC 7773X,Mar-22
1591,CINT2017,Quanta Cloud Technology,"QuantaGrid S44NL-1U (2.40 GHz,AMD EPYC 9654)",0.0,13.9,96,1,AMD EPYC 9654,Aug-23
1587,CINT2017,Quanta Cloud Technology,"QuantaGrid D44N-1U (2.40 GHz,AMD EPYC 9654)",0.0,13.9,192,2,AMD EPYC 9654,Nov-23
1590,CINT2017,Quanta Cloud Technology,"QuantaGrid S44NL-1U (2.25 GHz,AMD EPYC 9754)",0.0,11.4,128,1,AMD EPYC 9754,Jan-24
1586,CINT2017,Quanta Cloud Technology,"QuantaGrid D44N-1U (2.25 GHz,AMD EPYC 9754)",0.0,11.3,256,2,AMD EPYC 9754,Jan-24
1592,CINT2017,Quanta Cloud Technology,QuantaGrid S44NL-1U AMD EPYC 9755,0.0,17.9,128,1,AMD EPYC 9755,Oct-24
1588,CINT2017,Quanta Cloud Technology,QuantaGrid D44N-1U AMD EPYC 9755,0.0,18.0,256,2,AMD EPYC 9755,Oct-24
1676,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4244P)",18.2,17.5,6,1,AMD EPYC 4244P,May-24
1677,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4344P)",19.2,18.4,8,1,AMD EPYC 4344P,Sep-24
1678,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4344P)",19.2,18.4,8,1,AMD EPYC 4344P,May-24
1679,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4364P)",19.5,18.8,8,1,AMD EPYC 4364P,May-24
1680,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4464P)",19.6,18.4,12,1,AMD EPYC 4464P,May-24
1681,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4484PX)",19.3,18.5,12,1,AMD EPYC 4484PX,May-24
1682,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4564P)",19.5,19.4,16,1,AMD EPYC 4564P,May-24
1683,CINT2017,Supermicro,"Mainstream A+ Server AS -1015A-MT (H13SAE-MF , AMD EPYC 4584PX)",19.8,19.4,16,1,AMD EPYC 4584PX,May-24
1685,CINT2017,Supermicro,"Mainstream A+ Server AS -2024S-TR (H12DSi-N6 , AMD EPYC 7203)",11.0,10.8,16,2,AMD EPYC 7203,Nov-23
1643,CINT2017,Supermicro,"A+ Server 2124BT-HTR (H12DST-B , AMD EPYC 7252)",8.46,8.27,16,2,AMD EPYC 7252,Mar-20
1644,CINT2017,Supermicro,"A+ Server 2124BT-HTR (H12DST-B , AMD EPYC 7262)",9.02,8.83,16,2,AMD EPYC 7262,Mar-20
1613,CINT2017,Supermicro,"A+ Server 1123US-TR4 (H11DSU-iN , AMD EPYC 7262)",9.1,8.9,16,2,AMD EPYC 7262,Mar-20
1645,CINT2017,Supermicro,"A+ Server 2124BT-HTR (H12DST-B , AMD EPYC 7282)",8.48,8.26,16,1,AMD EPYC 7282,Mar-20
1614,CINT2017,Supermicro,"A+ Server 1123US-TR4 (H11DSU-iN , AMD EPYC 7282)",8.47,8.28,32,2,AMD EPYC 7282,Mar-20
1625,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7282)",8.47,8.18,32,2,AMD EPYC 7282,Nov-20
1646,CINT2017,Supermicro,"A+ Server 2124BT-HTR (H12DST-B , AMD EPYC 7282)",8.48,8.26,32,2,AMD EPYC 7282,Mar-20
1593,CINT2017,Supermicro,"A+ Server 1023US-TR4 (H11DSU-iN , AMD EPYC 7302)",8.91,8.39,32,2,AMD EPYC 7302,May-20
1626,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7302)",9.07,8.94,32,2,AMD EPYC 7302,Aug-22
1686,CINT2017,Supermicro,"Mainstream A+ Server AS -2024S-TR (H12DSi-N6 , AMD EPYC 7303)",11.0,10.9,32,2,AMD EPYC 7303,Nov-23
1647,CINT2017,Supermicro,"A+ Server 2124BT-HTR (H12DST-B , AMD EPYC 7313)",12.5,12.4,32,2,AMD EPYC 7313,Nov-21
1649,CINT2017,Supermicro,"A+ Server 2124US-TNRP (H12DSU-iN , AMD EPYC 7313)",0.0,0.0,32,2,AMD EPYC 7313,Feb-23
1602,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7313P)",12.5,12.5,16,1,AMD EPYC 7313P,Oct-21
1601,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7313P)",12.6,12.5,16,1,AMD EPYC 7313P,Oct-21
1600,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7313P)",12.6,12.6,16,1,AMD EPYC 7313P,Oct-21
1609,CINT2017,Supermicro,"A+ Server 1114S-WTRT (H12SSW-NT , AMD EPYC 7313P)",12.5,12.4,16,1,AMD EPYC 7313P,Oct-21
1615,CINT2017,Supermicro,"A+ Server 1123US-TR4 (H11DSU-iN , AMD EPYC 7352)",8.7,8.47,48,2,AMD EPYC 7352,Mar-20
1603,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7373X)",13.3,13.1,16,1,AMD EPYC 7373X,Mar-22
1627,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7373X)",13.6,13.3,32,2,AMD EPYC 7373X,Mar-22
1617,CINT2017,Supermicro,"A+ Server 2023US-TR4 (H11DSU-iN , AMD EPYC 7402)",9.22,8.82,48,2,AMD EPYC 7402,Jun-20
1641,CINT2017,Supermicro,"A+ Server 2124BT-HNTR (H12DST-B , AMD EPYC 7413)",12.4,12.2,48,2,AMD EPYC 7413,Jul-22
1619,CINT2017,Supermicro,"A+ Server 2023US-TR4 (H11DSU-iN , AMD EPYC 7452)",9.1,8.84,64,2,AMD EPYC 7452,Feb-20
1618,CINT2017,Supermicro,"A+ Server 2023US-TR4 (H11DSU-iN , AMD EPYC 7452)",9.04,8.79,64,2,AMD EPYC 7452,Feb-20
1620,CINT2017,Supermicro,"A+ Server 2023US-TR4 (H11DSU-iN , AMD EPYC 7452)",9.0,8.75,64,2,AMD EPYC 7452,Feb-20
1628,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7453)",11.2,11.1,56,2,AMD EPYC 7453,Jun-21
1616,CINT2017,Supermicro,"A+ Server 2014CS-TR (H12SSW-AN6 , AMD EPYC 7473X)",13.0,12.8,24,1,AMD EPYC 7473X,Mar-22
1604,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7473X)",13.1,12.9,24,1,AMD EPYC 7473X,Mar-22
1629,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7473X)",13.2,13.0,48,2,AMD EPYC 7473X,Mar-22
1605,CINT2017,Supermicro,"A+ Server 1114S-WN10RT (H12SSW-NTR , AMD EPYC 7502)",9.05,8.73,32,1,AMD EPYC 7502,Sep-20
1650,CINT2017,Supermicro,"A+ Server 2124US-TNRP (H12DSU-iN , AMD EPYC 7513)",12.6,12.4,64,2,AMD EPYC 7513,Aug-22
1597,CINT2017,Supermicro,"A+ Server 1024US-TRT (H12DSU-iN , AMD EPYC 7513)",12.6,12.5,64,2,AMD EPYC 7513,Oct-21
1687,CINT2017,Supermicro,"MegaDC A+ Server ASG-1014S-ACR12N4H (H12SSW-NTR , AMD EPYC 7543)",12.7,12.5,32,1,AMD EPYC 7543,Jun-25
1651,CINT2017,Supermicro,"A+ Server 2124US-TNRP (H12DSU-iN , AMD EPYC 7543)",12.8,12.6,64,2,AMD EPYC 7543,Apr-23
1598,CINT2017,Supermicro,"A+ Server 1024US-TRT (H12DSU-iN , AMD EPYC 7543)",12.6,12.5,64,2,AMD EPYC 7543,Nov-21
1630,CINT2017,Supermicro,"A+ Server 2024US-TRT (H12DSU-iN , AMD EPYC 7573X)",12.8,12.6,64,2,AMD EPYC 7573X,Mar-22
1637,CINT2017,Supermicro,"A+ Server 2113S-WTRT (H11SSW-NT , AMD EPYC 7642)",9.08,8.81,48,1,AMD EPYC 7642,Sep-20
